"","area","area_title","area_type","naics","naics_title","i_group","own_code","occ_code","occ_title","o_group","tot_emp","emp_prse","jobs_1000","loc_quotient","pct_total","h_mean","a_mean","mean_prse","h_pct10","h_pct25","h_median","h_pct75","h_pct90","a_pct10","a_pct25","a_median","a_pct75","a_pct90","annual","hourly"
"1","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","00-0000","All Occupations","total","982040","0.8","1000","1",NA,"23.2","48250","0.9","10.33","13.07","18.46","28.16","40.450000000000003","21480","27190","38390","58580","84140",NA,NA
"2","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-0000","Management Occupations","major","52180","1.5","53.131999999999998","0.97",NA,"48.46","100800","0.9","20.29","29.29","42.72","59.7","82.46","42210","60930","88850","124170","171520",NA,NA
"3","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-1011","Chief Executives","detailed","1380","6.1","1.407","1",NA,"97.99","203810","3.2","32.46","57.4","97.54","#","#","67510","119390","202890","#","#",NA,NA
"4","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-1021","General and Operations Managers","detailed","15200","2.7","15.483000000000001","0.95",NA,"47.84","99520","1.2","18.920000000000002","27.41","39.92","59.62","88.34","39360","57010","83040","124010","183740",NA,NA
"5","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-1031","Legislators","detailed","1340","13.7","1.369","3.85",NA,"*","37100","13.2","*","*","*","*","*","19290","19790","20500","36470","94100","TRUE",NA
"6","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-2011","Advertising and Promotions Managers","detailed","130","14.7","0.13600000000000001","0.8",NA,"53.29","110850","9.1","24.56","31.73","43.65","58.8","#","51090","66000","90790","122300","#",NA,NA
"7","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-2021","Marketing Managers","detailed","1440","5","1.4670000000000001","0.82",NA,"49.58","103120","1.9","26.49","32.200000000000003","44.6","60.32","79.41","55100","66980","92770","125470","165180",NA,NA
"8","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-2022","Sales Managers","detailed","2240","4.8","2.2770000000000001","0.83",NA,"52.72","109660","2.5","24.35","33.380000000000003","46.52","64.42","88.99","50650","69420","96770","133980","185090",NA,NA
"9","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-2030","Public Relations and Fundraising Managers","detailed","640","10.1","0.65200000000000002","1.21",NA,"44.73","93040","4.7","22.86","27.83","39.82","54.81","72.349999999999994","47560","57880","82820","114010","150480",NA,NA
"10","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3010","Administrative Services and Facilities Managers","detailed","2170","3.6","2.2120000000000002","1.06",NA,"43.57","90630","1.6","23.87","29.7","40.11","52.44","69.64","49650","61770","83440","109070","144850",NA,NA
"11","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3021","Computer and Information Systems Managers","detailed","2680","4.9000000000000004","2.7280000000000002","0.92",NA,"59.03","122790","1.4","35.840000000000003","45.24","57.28","71.62","84.02","74540","94110","119140","148960","174750",NA,NA
"12","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3031","Financial Managers","detailed","3940","4.5999999999999996","4.016","0.9",NA,"55.99","116450","1.8","27.35","35.880000000000003","48.54","66.8","94.57","56880","74630","100960","138940","196700",NA,NA
"13","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3051","Industrial Production Managers","detailed","1210","5.0999999999999996","1.232","0.97",NA,"48.77","101440","1.6","28.77","35.590000000000003","44.94","57.99","74.650000000000006","59840","74030","93480","120610","155270",NA,NA
"14","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3061","Purchasing Managers","detailed","370","5.0999999999999996","0.373","0.76",NA,"49.94","103870","1.9","30.13","35.74","47.59","60.97","75.92","62680","74340","98980","126820","157910",NA,NA
"15","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3071","Transportation, Storage, and Distribution Managers","detailed","1450","5.9","1.4710000000000001","1.64",NA,"48.46","100800","5.8","26.45","35.32","48.14","60.8","72.3","55020","73470","100120","126450","150380",NA,NA
"16","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3111","Compensation and Benefits Managers","detailed","160","9.3000000000000007","0.16500000000000001","1.44",NA,"53.4","111070","3.5","31.61","39.96","47.18","59.87","80.31","65750","83110","98140","124530","167030",NA,NA
"17","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3121","Human Resources Managers","detailed","1090","5.6","1.109","1.05",NA,"51.05","106190","1.7","28.85","37.369999999999997","46.55","60.05","77.72","60020","77730","96820","124910","161650",NA,NA
"18","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-3131","Training and Development Managers","detailed","450","5.6","0.46300000000000002","1.76",NA,"47.12","98010","2.5","28.95","36.46","45.34","54.68","69.3","60210","75840","94310","113740","144150",NA,NA
"19","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9013","Farmers, Ranchers, and Other Agricultural Managers","detailed","190","32.799999999999997","0.191","5.54",NA,"31.34","65180","9","16.29","25.09","29.39","36.31","46.4","33880","52180","61130","75530","96500",NA,NA
"20","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9021","Construction Managers","detailed","2820","6.8","2.8679999999999999","1.44",NA,"44.03","91580","2.6","25.22","30.78","39.28","49.68","66.959999999999994","52460","64020","81700","103340","139280",NA,NA
"21","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9031","Education and Childcare Administrators, Preschool and Daycare","detailed","360","19","0.371","1.04",NA,"25.24","52510","5.3","14.23","16.86","22.29","30.28","38.96","29600","35080","46360","62990","81050",NA,NA
"22","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9032","Education Administrators, Kindergarten through Secondary","detailed","1890","3.9","1.9219999999999999","1.04",NA,"*","106380","1.1000000000000001","*","*","*","*","*","78330","89230","102720","122320","143970","TRUE",NA
"23","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9033","Education Administrators, Postsecondary","detailed","940","6.7","0.96","0.97",NA,"54.01","112340","6.4","27.28","33.56","44.47","61.66","96.16","56740","69810","92490","128250","200010",NA,NA
"24","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9039","Education Administrators, All Other","detailed","110","14.1","0.111","0.36",NA,"46.72","97170","3.5","20.18","39.86","47.53","56.67","64.17","41970","82910","98860","117870","133470",NA,NA
"25","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9041","Architectural and Engineering Managers","detailed","720","5.5","0.73799999999999999","0.56000000000000005",NA,"59.62","124010","1.4","40.14","47.59","59.21","71.47","82.16","83490","98990","123150","148650","170880",NA,NA
"26","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9051","Food Service Managers","detailed","2050","7.8","2.0830000000000002","1.3",NA,"23.78","49460","3.5","14.06","17.13","22.39","28.4","35.340000000000003","29250","35630","46560","59070","73520",NA,NA
"27","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9071","Gambling Managers","detailed","30","40.6","3.3000000000000002E-2","1.08",NA,"29.14","60600","15.5","14.73","21.3","24.7","33.25","37.32","30630","44300","51380","69170","77630",NA,NA
"28","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9081","Lodging Managers","detailed","230","16.600000000000001","0.23100000000000001","0.88",NA,"26.78","55710","8.3000000000000007","14.12","16.93","25.75","35.19","45.18","29380","35210","53570","73200","93980",NA,NA
"29","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9111","Medical and Health Services Managers","detailed","2640","4","2.6909999999999998","1",NA,"57","118560","2.2999999999999998","30.57","38.35","49.37","62.63","96.7","63590","79760","102680","130270","201130",NA,NA
"30","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9121","Natural Sciences Managers","detailed","260","34.799999999999997","0.26100000000000001","0.56999999999999995",NA,"44.81","93200","3","27.71","32.85","43.5","54.54","63.98","57640","68320","90490","113440","133070",NA,NA
"31","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9131","Postmasters and Mail Superintendents","detailed","160","0","0.158","1.67",NA,"36.47","75860","0.7","30.76","33.24","34.75","40.340000000000003","44.1","63970","69130","72280","83910","91720",NA,NA
"32","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9141","Property, Real Estate, and Community Association Managers","detailed","950","11.4","0.96799999999999997","0.64",NA,"34.26","71270","8.9","15.5","20.03","25.27","38.43","69.180000000000007","32240","41660","52560","79940","143900",NA,NA
"33","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9151","Social and Community Service Managers","detailed","800","7.9","0.81200000000000006","0.76",NA,"29.64","61660","2.5","17.82","22.92","28.97","34.72","41.55","37070","47680","60260","72220","86410",NA,NA
"34","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9161","Emergency Management Directors","detailed","130","9.1","0.13100000000000001","1.92",NA,"29.58","61520","3.9","13.79","19.649999999999999","24.58","34.44","54.63","28670","40880","51130","71630","113630",NA,NA
"35","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9171","Funeral Home Managers","detailed","60","37.9","6.5000000000000002E-2","1.01",NA,"56.29","117080","24.2","25.81","28.4","35.51","59.56","#","53680","59070","73860","123880","#",NA,NA
"36","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","11-9198","Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","detailed","1940","6","1.9790000000000001","0.62",NA,"45.49","94620","3.1","21.22","28.22","41.37","58.9","73.86","44140","58700","86050","122500","153620",NA,NA
"37","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-0000","Business and Financial Operations Occupations","major","49230","2","50.134","0.9",NA,"32.44","67480","1","17.559999999999999","22.52","29.42","38.700000000000003","49.86","36520","46850","61190","80500","103700",NA,NA
"38","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1020","Buyers and Purchasing Agents","detailed","2370","6","2.415","0.84",NA,"30.87","64210","1.7","18.170000000000002","22.29","28.53","37.450000000000003","47.68","37780","46370","59350","77890","99180",NA,NA
"39","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1031","Claims Adjusters, Examiners, and Investigators","detailed","2660","11","2.7120000000000002","1.38",NA,"31.01","64500","1.6","19.14","24.29","30.32","37.44","44.57","39820","50530","63070","77870","92710",NA,NA
"40","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1032","Insurance Appraisers, Auto Damage","detailed","40","39","3.5999999999999997E-2","0.39",NA,"29.3","60950","6.9","20.100000000000001","24.71","28","31.29","42.5","41820","51410","58240","65080","88410",NA,NA
"41","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1041","Compliance Officers","detailed","3470","8.6","3.536","1.64",NA,"32.43","67450","1.8","18.739999999999998","23.5","32.31","39.99","47.54","38970","48880","67210","83180","98890",NA,NA
"42","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1051","Cost Estimators","detailed","1570","7.7","1.597","1.1200000000000001",NA,"28.6","59480","2.5","16.11","19.86","26.79","34.72","43.81","33500","41310","55720","72220","91120",NA,NA
"43","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1071","Human Resources Specialists","detailed","4800","3.9","4.883","1.1299999999999999",NA,"27.38","56960","1.1000000000000001","16.809999999999999","20.239999999999998","25.34","32.71","40.71","34960","42110","52700","68030","84670",NA,NA
"44","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1075","Labor Relations Specialists","detailed","450","11","0.46300000000000002","0.9",NA,"29.56","61490","13.4","9.43","9.6300000000000008","32.51","41.75","48.91","19610","20030","67620","86830","101730",NA,NA
"45","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1081","Logisticians","detailed","980","16.7","0.995","0.8",NA,"27.8","57820","4.5","13.73","19.329999999999998","26.51","34.01","44.29","28560","40210","55130","70740","92130",NA,NA
"46","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1111","Management Analysts","detailed","2560","6.3","2.609","0.54",NA,"37.17","77320","2.2999999999999998","22.31","27.49","35.32","45.52","51.74","46400","57170","73460","94680","107620",NA,NA
"47","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1121","Meeting, Convention, and Event Planners","detailed","460","10","0.47","0.59",NA,"22.11","45980","2.4","14.32","17.07","21.42","26.52","30.9","29790","35500","44540","55160","64260",NA,NA
"48","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1131","Fundraisers","detailed","460","23.4","0.46899999999999997","0.84",NA,"24.77","51520","3.9","16.59","19.47","23.26","29.97","36.26","34500","40490","48380","62340","75420",NA,NA
"49","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1141","Compensation, Benefits, and Job Analysis Specialists","detailed","520","6.9","0.53300000000000003","0.88",NA,"30.73","63910","1.9","17.29","21.79","29","39.08","47.49","35970","45310","60310","81290","98780",NA,NA
"50","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1151","Training and Development Specialists","detailed","2280","6.4","2.3250000000000002","1.0900000000000001",NA,"29.07","60460","1.8","16.48","21.27","27.59","35.5","44.28","34280","44240","57390","73840","92090",NA,NA
"51","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1161","Market Research Analysts and Marketing Specialists","detailed","3290","5.3","3.3530000000000002","0.73",NA,"26.92","55990","1.7","14.83","19.45","25.36","33.4","41.17","30850","40460","52750","69470","85640",NA,NA
"52","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-1198","Project Management Specialists and Business Operations Specialists, All Other","detailed","4060","3.8","4.1310000000000002","0.47",NA,"35.909999999999997","74680","2.2000000000000002","18.79","25.39","33.14","44.74","54.54","39080","52820","68930","93060","113440",NA,NA
"53","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2011","Accountants and Auditors","detailed","8250","3.6","8.3970000000000002","0.96",NA,"33.86","70420","1.6","19.95","24.41","29.56","38.39","50.67","41500","50770","61480","79850","105380",NA,NA
"54","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2020","Property Appraisers and Assessors","detailed","590","28.1","0.59799999999999998","1.56",NA,"*","*","*","*","*","*","*","*","*","*","*","*","*",NA,NA
"55","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2031","Budget Analysts","detailed","200","5.4","0.20200000000000001","0.57999999999999996",NA,"33.58","69850","1.6","23.19","27.71","33.200000000000003","38.72","45.86","48230","57640","69050","80530","95380",NA,NA
"56","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2041","Credit Analysts","detailed","580","6.1","0.58699999999999997","1.17",NA,"33.32","69300","2.9","21.59","25.31","30.77","39.229999999999997","47.85","44920","52640","64000","81600","99520",NA,NA
"57","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2052","Personal Financial Advisors","detailed","1350","17.600000000000001","1.379","0.96",NA,"46.76","97260","9.1","20.22","25.88","33.340000000000003","50.13","99.3","42060","53830","69340","104270","206530",NA,NA
"58","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2053","Insurance Underwriters","detailed","1700","7.3","1.7330000000000001","2.54",NA,"32.29","67170","3.2","18.03","21.79","28.67","38.32","51.05","37500","45320","59630","79700","106180",NA,NA
"59","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2061","Financial Examiners","detailed","590","5.5","0.59899999999999998","1.36",NA,"35.520000000000003","73880","5.6","20.6","23.88","30.46","42.06","60.65","42840","49670","63360","87490","126160",NA,NA
"60","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2071","Credit Counselors","detailed","260","11.7","0.26400000000000001","1.21",NA,"23.78","49450","3.3","15.45","17.600000000000001","22.55","29.46","35.5","32140","36610","46910","61270","73830",NA,NA
"61","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2072","Loan Officers","detailed","3170","5.2","3.2320000000000002","1.54",NA,"39.14","81410","3.7","18.34","23.21","33.92","50.12","69.27","38150","48280","70550","104240","144070",NA,NA
"62","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2081","Tax Examiners and Collectors, and Revenue Agents","detailed","170","0","0.17299999999999999","0.47",NA,"28.16","58580","1.4","17.07","19.43","25.42","35.479999999999997","43.35","35500","40420","52870","73790","90160",NA,NA
"63","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2082","Tax Preparers","detailed","710","15.5","0.71899999999999997","1.58",NA,"20.79","43250","9.5","10.07","11.57","17.309999999999999","27.57","35.81","20950","24070","36010","57340","74480",NA,NA
"64","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","13-2098","Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","detailed","1690","8.1999999999999993","1.7170000000000001","0.55000000000000004",NA,"36.409999999999997","75720","2.6","23.31","28.04","34.07","42.28","55.32","48490","58320","70880","87950","115070",NA,NA
"65","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-0000","Computer and Mathematical Occupations","major","30740","3.4","31.297000000000001","1.01",NA,"37.869999999999997","78760","1","20.53","27","36.79","47.57","58.15","42710","56160","76510","98950","120950",NA,NA
"66","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1211","Computer Systems Analysts","detailed","3840","7","3.9060000000000001","0.97",NA,"38.42","79900","1.4","24.45","30.28","37.979999999999997","46.28","52.42","50860","62990","79010","96270","109040",NA,NA
"67","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1212","Information Security Analysts","detailed","570","5.7","0.57799999999999996","0.68",NA,"43.82","91150","1.2","27.33","34.86","44.03","52.65","61.21","56850","72510","91590","109500","127310",NA,NA
"68","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1221","Computer and Information Research Scientists","detailed","70","13.8","6.8000000000000005E-2","0.33",NA,"39.21","81570","6.4","24.6","28.45","35.93","47.03","55.17","51180","59180","74730","97830","114750",NA,NA
"69","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1231","Computer Network Support Specialists","detailed","1990","10.9","2.0270000000000001","1.61",NA,"28.25","58760","1.1000000000000001","18.260000000000002","21.92","27.02","33.4","39.69","37980","45600","56200","69460","82550",NA,NA
"70","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1232","Computer User Support Specialists","detailed","3430","5.7","3.4910000000000001","0.79",NA,"24.99","51970","0.9","16","19.559999999999999","23.56","29.53","36.450000000000003","33290","40680","49000","61410","75820",NA,NA
"71","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1241","Computer Network Architects","detailed","1160","15.2","1.18","1.1399999999999999",NA,"48.93","101770","3.2","27.84","38.99","49.6","59.91","69.52","57910","81110","103160","124610","144590",NA,NA
"72","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1244","Network and Computer Systems Administrators","detailed","2730","7.8","2.782","1.1499999999999999",NA,"38.75","80600","2.2000000000000002","23.58","29.12","37.21","47.15","56.97","49050","60580","77390","98060","118490",NA,NA
"73","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1245","Database Administrators and Architects","detailed","1020","7.4","1.042","1.22",NA,"42.17","87710","1.4","24.05","31.47","42.81","52.58","61.14","50010","65450","89040","109360","127180",NA,NA
"74","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1251","Computer Programmers","detailed","1960","10.4","1.9970000000000001","1.47",NA,"37.450000000000003","77890","2.9","21.33","27.48","37.36","47.25","56.18","44360","57160","77720","98280","116840",NA,NA
"75","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1256","Software Developers and Software Quality Assurance Analysts and Testers","detailed","7740","4.7","7.8860000000000001","0.82",NA,"43.66","90820","0.9","28.14","34.619999999999997","43.28","52.65","61.18","58520","72010","90030","109510","127260",NA,NA
"76","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1257","Web Developers and Digital Interface Designers","detailed","920","11","0.93600000000000005","0.93",NA,"29.8","61980","2.8","17.02","22.25","27.82","37.380000000000003","46.75","35400","46280","57860","77750","97240",NA,NA
"77","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-1299","Computer Occupations, All Other","detailed","3730","5.4","3.7989999999999999","1.42",NA,"39.18","81480","3.2","20.079999999999998","28.69","39.090000000000003","48.68","59.49","41770","59680","81310","101260","123730",NA,NA
"78","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-2011","Actuaries","detailed","450","17.5","0.45800000000000002","3.02",NA,"52.1","108370","2.4","30.34","35.39","44.4","63.44","88.02","63110","73600","92350","131960","183080",NA,NA
"79","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-2031","Operations Research Analysts","detailed","650","4.8","0.66","0.97",NA,"28.59","59470","10.4","14.45","17.190000000000001","23.55","36.619999999999997","51.73","30060","35760","48980","76170","107600",NA,NA
"80","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-2041","Statisticians","detailed","260","16.3","0.26100000000000001","0.98",NA,"32.4","67380","2.8","18.920000000000002","23.23","31.29","39.94","48.37","39360","48310","65080","83080","100600",NA,NA
"81","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","15-2098","Data Scientists and Mathematical Science Occupations, All Other","detailed","220","16","0.22","1.05",NA,"26.08","54240","4.2","17","19.45","22.17","30.69","43.8","35350","40460","46100","63840","91110",NA,NA
"82","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-0000","Architecture and Engineering Occupations","major","11250","3.5","11.452","0.65",NA,"36.729999999999997","76400","1.5","19.48","25.96","34.71","45.22","56.45","40530","53990","72200","94060","117410",NA,NA
"83","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-1011","Architects, Except Landscape and Naval","detailed","520","11.5","0.53400000000000003","0.74",NA,"42.77","88970","2.9","25.51","32","39.159999999999997","51.3","64.680000000000007","53060","66560","81460","106700","134530",NA,NA
"84","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-1012","Landscape Architects","detailed","130","36.5","0.13300000000000001","0.96",NA,"30.01","62420","8.3000000000000007","16.670000000000002","18.41","27.15","39.56","51.01","34680","38300","56470","82280","106100",NA,NA
"85","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-1021","Cartographers and Photogrammetrists","detailed","50","11.5","5.5E-2","0.71",NA,"34.01","70750","3.4","20.11","25.07","34.659999999999997","42.65","47.67","41830","52140","72100","88720","99150",NA,NA
"86","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-1022","Surveyors","detailed","240","8.8000000000000007","0.245","0.8",NA,"25.42","52880","3.1","12.3","17.91","24.14","31.32","41.29","25580","37260","50220","65150","85880",NA,NA
"87","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2011","Aerospace Engineers","detailed","150","16","0.15","0.35",NA,"57.29","119170","9.6","33.97","41.41","49.42","65.84","81.44","70650","86140","102790","136950","169400",NA,NA
"88","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2021","Agricultural Engineers","detailed","30","27.4","3.3000000000000002E-2","3.12",NA,"44.58","92720","3.8","33.51","36.35","41.12","48.2","66.08","69700","75600","85530","100260","137450",NA,NA
"89","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2031","Bioengineers and Biomedical Engineers","detailed","30","13.6","3.2000000000000001E-2","0.24",NA,"33.18","69010","2.2000000000000002","26.12","28.37","31.47","36.619999999999997","40.5","54330","59010","65470","76170","84240",NA,NA
"90","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2041","Chemical Engineers","detailed","30","21.7","3.2000000000000001E-2","0.16",NA,"52.68","109570","2.6","42.71","47.81","53.87","59.32","62.59","88850","99450","112060","123390","130190",NA,NA
"91","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2051","Civil Engineers","detailed","1690","8.1999999999999993","1.724","0.81",NA,"43.11","89680","4.8","26.74","32.46","39.549999999999997","48.81","60.65","55620","67520","82270","101530","126140",NA,NA
"92","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2061","Computer Hardware Engineers","detailed","110","19.899999999999999","0.11600000000000001","0.25",NA,"52.05","108260","5.2","32.5","39.44","51.19","62.14","77.13","67600","82030","106470","129250","160420",NA,NA
"93","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2071","Electrical Engineers","detailed","720","7.7","0.73699999999999999","0.57999999999999996",NA,"44.1","91720","1.9","28.57","35.96","44.23","52.44","59.92","59430","74800","91990","109070","124630",NA,NA
"94","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2072","Electronics Engineers, Except Computer","detailed","280","26","0.28299999999999997","0.32",NA,"40.89","85040","6.2","26.12","32.799999999999997","38.42","47.39","58.37","54340","68230","79910","98560","121400",NA,NA
"95","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2081","Environmental Engineers","detailed","460","21.2","0.46400000000000002","1.28",NA,"42.85","89120","3.8","25.75","32.33","41.95","52.61","60.47","53550","67240","87250","109430","125790",NA,NA
"96","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2111","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","detailed","60","15.7","6.5000000000000002E-2","0.37",NA,"43.42","90310","3.7","27.9","32.380000000000003","39.11","54.31","65.08","58020","67340","81350","112960","135360",NA,NA
"97","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2112","Industrial Engineers","detailed","1370","6.1","1.395","0.7",NA,"40.19","83600","1.8","25.22","32.04","38.92","47.84","58.09","52450","66630","80950","99510","120820",NA,NA
"98","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2131","Materials Engineers","detailed","120","42.9","0.11899999999999999","0.65",NA,"40.75","84750","3.1","31.09","33.380000000000003","37.11","49.91","59.29","64670","69430","77190","103820","123320",NA,NA
"99","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2141","Mechanical Engineers","detailed","1040","9.4","1.06","0.51",NA,"39.92","83020","2.6","24.93","30.85","37.47","46.85","58.51","51850","64160","77930","97440","121700",NA,NA
"100","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2161","Nuclear Engineers","detailed","30","0","3.4000000000000002E-2","0.31",NA,"53.9","112110","2.2000000000000002","41.6","48.73","54.18","60.25","69.989999999999995","86530","101370","112700","125320","145570",NA,NA
"101","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2171","Petroleum Engineers","detailed","60","32.200000000000003","6.4000000000000001E-2","0.28999999999999998",NA,"52.7","109610","5.3","33.5","39.67","48.26","64.39","78.62","69670","82510","100380","133930","163530",NA,NA
"102","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-2199","Engineers, All Other","detailed","310","12.3","0.314","0.3",NA,"40.71","84670","3.1","20.63","30.94","41.36","48.91","60.18","42910","64350","86030","101740","125170",NA,NA
"103","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-3011","Architectural and Civil Drafters","detailed","570","13.4","0.58099999999999996","0.86",NA,"25.82","53710","3.5","16.579999999999998","20.22","24.45","29.47","35.369999999999997","34480","42060","50860","61290","73560",NA,NA
"104","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-3012","Electrical and Electronics Drafters","detailed","130","16.3","0.129","0.78",NA,"27.32","56820","3.4","16.71","20.9","25.53","32.76","43.07","34750","43470","53100","68140","89580",NA,NA
"105","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-3013","Mechanical Drafters","detailed","480","14.3","0.48699999999999999","1.3",NA,"24.12","50170","4","15.64","17.86","22.04","28.55","36.67","32540","37140","45850","59380","76260",NA,NA
"106","31","Nebraska","2","000000","Cross-industry","cross-industry","1235","17-3019","Drafters, All Other","detailed","40","30.3","4.5999999999999999E-2","0.46",NA,"28.15","58550","12","16.420000000000002","18.64","28","35.39","44.28","34160","38780","58250","73610","92090",NA,NA
